disease,subtype,severity,question,answer,followup
fever,viral fever,mild,I am feeling hot and getting chills,"Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,severe,I have gas and stomach cramps,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,mild,I feel heavy in the head when my bp is high,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,mild,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,mild,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,moderate,My nose is runny and blocked,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,viral fever,moderate,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,mild,I have stomach pain with loose motion,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,severe,I have headache and I know my bp is high,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,moderate,I have stomach pain and my period just started,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,severe,I have a headache,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,seasonal cold,moderate,I have a bad cold,"Based on what you shared, this may fit a **seasonal cold** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,severe,I feel feverish since last night,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,mild,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,severe,I feel shaky and my sugar might be low,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,severe,I have strong period cramps,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
